id,titulo,marca,categoria,precio_actual,precio_original,descuento_pct,vendidos,stock_disponible,tipo_logistica,envio_gratis,medalla_vendedor,cuotas_sin_interes,cantidad_cuotas,condicion,gama_precio,facturacion_estimada_ars,es_envio_full,es_mercadolider
MLA1709946176,Celular Apple iPhone 12 128GB 128GB,Apple,Celulares y Smartphones,1761039,1761039,0,1645,12,Colecta / Depósito,Sí,MercadoLíder Silver,Sí,6,new,Gama Alta (> $700k),2896909155,0,1
MLA1591893491,Celular Apple iPhone 13 128GB 128GB,Apple,Celulares y Smartphones,954038,1060042,10,115,34,Colecta / Depósito,Sí,MercadoLíder Silver,Sí,6,new,Gama Alta (> $700k),109714370,0,1
MLA1760496964,Celular Samsung Galaxy S24 Pro 128GB,Samsung,Celulares y Smartphones,1067486,1067486,0,563,15,Despacho en Correo,Sí,Vendedor Estándar,Sí,6,new,Gama Alta (> $700k),600994618,0,0
MLA1039379018,Celular Apple iPhone 12 128GB 128GB,Apple,Celulares y Smartphones,2224100,2224100,0,796,38,Colecta / Depósito,Sí,MercadoLíder Silver,Sí,6,new,Gama Alta (> $700k),1770383600,0,1
MLA1205229577,Celular Samsung Galaxy S24 Pro 128GB,Samsung,Celulares y Smartphones,681796,681796,0,1165,9,Envío Full (Fulfillment),Sí,MercadoLíder Gold,Sí,6,new,Gama Media ($300k - $700k),794292340,1,1
MLA1262446816,Celular Apple iPhone 12 128GB 128GB,Apple,Celulares y Smartphones,2653785,2653785,0,30,27,Envío Full (Fulfillment),Sí,MercadoLíder Platinum,No,1,new,Gama Alta (> $700k),79613550,1,1
MLA1762117872,Celular Motorola Moto G54 128GB,Motorola,Celulares y Smartphones,345829,345829,0,1283,39,Colecta / Depósito,Sí,Vendedor Estándar,Sí,6,new,Gama Media ($300k - $700k),443698607,0,0
MLA1056030910,Celular Samsung Galaxy A14 128GB,Samsung,Celulares y Smartphones,210637,210637,0,393,1,Envío Full (Fulfillment),Sí,MercadoLíder Gold,No,1,new,Gama Entrada (< $300k),82780341,1,1
MLA1572247837,Celular Samsung Galaxy Z Flip5 128GB,Samsung,Celulares y Smartphones,362741,362741,0,1839,32,Despacho en Correo,Sí,MercadoLíder Platinum,Sí,6,new,Gama Media ($300k - $700k),667080699,0,1
MLA1847494336,Celular Xiaomi Redmi Note 12 5G 128GB,Xiaomi,Celulares y Smartphones,358478,398308,10,156,28,Envío Full (Fulfillment),Sí,MercadoLíder Gold,Sí,6,new,Gama Media ($300k - $700k),55922568,1,1
MLA1702883253,Celular Motorola Moto Edge 40 Neo 128GB,Motorola,Celulares y Smartphones,1187507,1187507,0,1656,26,Envío Full (Fulfillment),Sí,MercadoLíder Platinum,Sí,6,new,Gama Alta (> $700k),1966511592,1,1
MLA1568676577,Celular Motorola Moto Edge 30 Ultra 128GB,Motorola,Celulares y Smartphones,742476,742476,0,1038,40,Despacho en Correo,Sí,Vendedor Estándar,No,1,new,Gama Alta (> $700k),770690088,0,0
MLA1854055704,Celular Motorola Moto G54 128GB,Motorola,Celulares y Smartphones,516610,516610,0,578,13,Envío Full (Fulfillment),Sí,MercadoLíder Gold,Sí,6,new,Gama Media ($300k - $700k),298600580,1,1
MLA1991600417,Celular Samsung Galaxy A54 5G 128GB,Samsung,Celulares y Smartphones,190707,224361,15,227,8,Despacho en Correo,Sí,Vendedor Estándar,No,1,new,Gama Entrada (< $300k),43290489,0,0
MLA1252399103,Celular Samsung Galaxy S23 Ultra 128GB,Samsung,Celulares y Smartphones,923473,923473,0,242,39,Envío Full (Fulfillment),Sí,MercadoLíder Silver,No,1,new,Gama Alta (> $700k),223480466,1,1
MLA1930296629,Celular Apple iPhone 13 128GB 128GB,Apple,Celulares y Smartphones,2712985,2712985,0,670,13,Despacho en Correo,Sí,MercadoLíder Gold,Sí,6,new,Gama Alta (> $700k),1817699950,0,1
MLA1777447866,Celular Motorola Moto E13 128GB,Motorola,Celulares y Smartphones,287508,287508,0,1691,2,Colecta / Depósito,Sí,Vendedor Estándar,No,1,new,Gama Entrada (< $300k),486176028,0,0
MLA1950099170,Celular Samsung Galaxy Z Flip5 128GB,Samsung,Celulares y Smartphones,291783,291783,0,882,39,Envío Full (Fulfillment),Sí,MercadoLíder Silver,Sí,6,new,Gama Entrada (< $300k),257352606,1,1
MLA1185041217,Celular Xiaomi Xiaomi 13T 128GB,Xiaomi,Celulares y Smartphones,366622,488829,25,1837,5,Colecta / Depósito,Sí,MercadoLíder Gold,No,1,new,Gama Media ($300k - $700k),673484614,0,1
MLA1706111205,Celular Motorola Moto Edge 40 Neo 128GB,Motorola,Celulares y Smartphones,1234556,1452418,15,318,36,Despacho en Correo,Sí,Vendedor Estándar,Sí,6,new,Gama Alta (> $700k),392588808,0,0
MLA1653426772,Celular Xiaomi Poco X6 Pro 128GB,Xiaomi,Celulares y Smartphones,265930,312858,15,1561,28,Envío Full (Fulfillment),Sí,Vendedor Estándar,Sí,6,new,Gama Entrada (< $300k),415116730,1,0
MLA1960057802,Celular Apple iPhone 13 128GB 128GB,Apple,Celulares y Smartphones,1701824,1701824,0,690,14,Colecta / Depósito,Sí,Vendedor Estándar,No,1,new,Gama Alta (> $700k),1174258560,0,0
MLA1820594879,Celular Xiaomi Redmi Note 13 Pro 128GB,Xiaomi,Celulares y Smartphones,289491,289491,0,1754,18,Colecta / Depósito,Sí,MercadoLíder Platinum,Sí,6,new,Gama Entrada (< $300k),507767214,0,1
MLA1244583445,Celular Apple iPhone 13 128GB 128GB,Apple,Celulares y Smartphones,1834778,1834778,0,708,30,Envío Full (Fulfillment),Sí,MercadoLíder Silver,No,1,new,Gama Alta (> $700k),1299022824,1,1
MLA1337177267,Celular Samsung Galaxy S24 Pro 128GB,Samsung,Celulares y Smartphones,918705,918705,0,962,14,Envío Full (Fulfillment),Sí,MercadoLíder Gold,No,1,new,Gama Alta (> $700k),883794210,1,1
MLA1169912114,Celular Apple iPhone 15 Pro Max 128GB,Apple,Celulares y Smartphones,2779364,2779364,0,1161,25,Despacho en Correo,Sí,MercadoLíder Silver,No,1,new,Gama Alta (> $700k),3226841604,0,1
MLA1286566315,Celular Xiaomi Redmi Note 13 Pro 128GB,Xiaomi,Celulares y Smartphones,376657,376657,0,1576,25,Despacho en Correo,Sí,MercadoLíder Silver,No,1,new,Gama Media ($300k - $700k),593611432,0,1
MLA1002535120,Celular Samsung Galaxy S24 Pro 128GB,Samsung,Celulares y Smartphones,669511,669511,0,1024,33,Colecta / Depósito,Sí,MercadoLíder Platinum,No,1,new,Gama Media ($300k - $700k),685579264,0,1
MLA1128520203,Celular Motorola Moto G54 128GB,Motorola,Celulares y Smartphones,476971,596213,20,1433,2,Envío Full (Fulfillment),Sí,MercadoLíder Platinum,Sí,6,new,Gama Media ($300k - $700k),683499443,1,1
MLA1342730707,Celular Xiaomi Poco X6 Pro 128GB,Xiaomi,Celulares y Smartphones,470436,470436,0,578,1,Envío Full (Fulfillment),Sí,MercadoLíder Platinum,No,1,new,Gama Media ($300k - $700k),271912008,1,1
MLA1742591318,Celular Samsung Galaxy A14 128GB,Samsung,Celulares y Smartphones,303936,303936,0,1800,34,Envío Full (Fulfillment),Sí,MercadoLíder Silver,Sí,6,new,Gama Media ($300k - $700k),547084800,1,1
MLA1104779569,Celular Apple iPhone 12 128GB 128GB,Apple,Celulares y Smartphones,1735620,1735620,0,1130,16,Despacho en Correo,Sí,MercadoLíder Platinum,Sí,6,new,Gama Alta (> $700k),1961250600,0,1
MLA1715730383,Celular Xiaomi Redmi 12C 128GB,Xiaomi,Celulares y Smartphones,495976,495976,0,662,33,Envío Full (Fulfillment),Sí,Vendedor Estándar,No,1,new,Gama Media ($300k - $700k),328336112,1,0
MLA1446690975,Celular Motorola Moto Edge 40 Neo 128GB,Motorola,Celulares y Smartphones,690224,766915,10,1401,38,Envío Full (Fulfillment),Sí,Vendedor Estándar,Sí,6,new,Gama Media ($300k - $700k),967003824,1,0
MLA1542333704,Celular Samsung Galaxy Z Flip5 128GB,Samsung,Celulares y Smartphones,321857,321857,0,52,40,Despacho en Correo,Sí,MercadoLíder Platinum,Sí,6,new,Gama Media ($300k - $700k),16736564,0,1
MLA1020138968,Celular Motorola Moto E13 128GB,Motorola,Celulares y Smartphones,274079,342598,20,1413,31,Colecta / Depósito,Sí,Vendedor Estándar,Sí,6,new,Gama Entrada (< $300k),387273627,0,0
MLA1928754298,Celular Motorola Moto Edge 40 Neo 128GB,Motorola,Celulares y Smartphones,1190626,1488282,20,1678,22,Despacho en Correo,Sí,Vendedor Estándar,Sí,6,new,Gama Alta (> $700k),1997870428,0,0
MLA1745721117,Celular Samsung Galaxy S24 Pro 128GB,Samsung,Celulares y Smartphones,696365,696365,0,692,22,Envío Full (Fulfillment),Sí,MercadoLíder Silver,No,1,new,Gama Media ($300k - $700k),481884580,1,1
MLA1895557505,Celular Xiaomi Redmi Note 12 5G 128GB,Xiaomi,Celulares y Smartphones,184083,216568,15,162,12,Despacho en Correo,Sí,MercadoLíder Platinum,No,1,new,Gama Entrada (< $300k),29821446,0,1
MLA1622262999,Celular Xiaomi Redmi 12C 128GB,Xiaomi,Celulares y Smartphones,350203,350203,0,566,33,Envío Full (Fulfillment),Sí,MercadoLíder Platinum,Sí,6,new,Gama Media ($300k - $700k),198214898,1,1
MLA1590095057,Celular Motorola Moto G54 128GB,Motorola,Celulares y Smartphones,422818,528522,20,1061,16,Envío Full (Fulfillment),Sí,Vendedor Estándar,No,1,new,Gama Media ($300k - $700k),448609898,1,0
MLA1048198034,Celular Motorola Moto E13 128GB,Motorola,Celulares y Smartphones,231257,231257,0,1792,13,Colecta / Depósito,Sí,MercadoLíder Silver,No,1,new,Gama Entrada (< $300k),414412544,0,1
MLA1080244939,Celular Apple iPhone 15 Pro Max 128GB,Apple,Celulares y Smartphones,1490391,1490391,0,1827,8,Despacho en Correo,Sí,MercadoLíder Silver,No,1,new,Gama Alta (> $700k),2722944357,0,1
MLA1151772042,Celular Apple iPhone 12 128GB 128GB,Apple,Celulares y Smartphones,1246629,1246629,0,295,11,Despacho en Correo,Sí,MercadoLíder Platinum,No,1,new,Gama Alta (> $700k),367755555,0,1
MLA1816002738,Celular Samsung Galaxy S24 Pro 128GB,Samsung,Celulares y Smartphones,1269386,1692514,25,1099,25,Despacho en Correo,Sí,MercadoLíder Gold,No,1,new,Gama Alta (> $700k),1395055214,0,1
MLA1193424560,Celular Xiaomi Redmi 12C 128GB,Xiaomi,Celulares y Smartphones,471538,554750,15,596,9,Despacho en Correo,Sí,MercadoLíder Platinum,Sí,6,new,Gama Media ($300k - $700k),281036648,0,1
MLA1966945502,Celular Xiaomi Redmi Note 12 5G 128GB,Xiaomi,Celulares y Smartphones,452765,565956,20,253,6,Colecta / Depósito,Sí,MercadoLíder Gold,Sí,6,new,Gama Media ($300k - $700k),114549545,0,1
MLA1958799541,Celular Samsung Galaxy A14 128GB,Samsung,Celulares y Smartphones,186830,186830,0,747,15,Envío Full (Fulfillment),Sí,Vendedor Estándar,No,1,new,Gama Entrada (< $300k),139562010,1,0
MLA1054025336,Celular Samsung Galaxy A54 5G 128GB,Samsung,Celulares y Smartphones,262303,262303,0,365,14,Despacho en Correo,Sí,MercadoLíder Silver,Sí,6,new,Gama Entrada (< $300k),95740595,0,1
MLA1037742667,Celular Motorola Moto Edge 30 Ultra 128GB,Motorola,Celulares y Smartphones,1129955,1129955,0,1484,24,Colecta / Depósito,Sí,MercadoLíder Platinum,No,1,new,Gama Alta (> $700k),1676853220,0,1
MLA1615277359,Celular Samsung Galaxy A14 128GB,Samsung,Celulares y Smartphones,469575,552441,15,1251,40,Envío Full (Fulfillment),Sí,Vendedor Estándar,No,1,new,Gama Media ($300k - $700k),587438325,1,0
MLA1913038017,Celular Xiaomi Redmi Note 13 Pro 128GB,Xiaomi,Celulares y Smartphones,204046,240054,15,456,13,Colecta / Depósito,Sí,Vendedor Estándar,No,1,new,Gama Entrada (< $300k),93044976,0,0
MLA1882754717,Celular Motorola Moto G84 5G 128GB,Motorola,Celulares y Smartphones,315803,371532,15,182,4,Colecta / Depósito,Sí,Vendedor Estándar,Sí,6,new,Gama Media ($300k - $700k),57476146,0,0
MLA1740783990,Celular Apple iPhone 15 Pro Max 128GB,Apple,Celulares y Smartphones,2777654,2777654,0,1366,23,Colecta / Depósito,Sí,Vendedor Estándar,Sí,6,new,Gama Alta (> $700k),3794275364,0,0
MLA1299636657,Celular Motorola Moto Edge 40 Neo 128GB,Motorola,Celulares y Smartphones,1127732,1127732,0,1371,13,Despacho en Correo,Sí,Vendedor Estándar,Sí,6,new,Gama Alta (> $700k),1546120572,0,0
MLA1837766427,Celular Samsung Galaxy Z Flip5 128GB,Samsung,Celulares y Smartphones,276170,306855,10,1592,13,Envío Full (Fulfillment),Sí,Vendedor Estándar,Sí,6,new,Gama Entrada (< $300k),439662640,1,0
MLA1221370529,Celular Xiaomi Redmi 12C 128GB,Xiaomi,Celulares y Smartphones,253412,253412,0,174,36,Envío Full (Fulfillment),Sí,MercadoLíder Platinum,Sí,6,new,Gama Entrada (< $300k),44093688,1,1
MLA1357001273,Celular Apple iPhone 12 128GB 128GB,Apple,Celulares y Smartphones,1414186,1414186,0,758,5,Envío Full (Fulfillment),Sí,MercadoLíder Platinum,Sí,6,new,Gama Alta (> $700k),1071952988,1,1
MLA1012635433,Celular Samsung Galaxy A54 5G 128GB,Samsung,Celulares y Smartphones,330295,330295,0,1143,27,Colecta / Depósito,Sí,MercadoLíder Silver,Sí,6,new,Gama Media ($300k - $700k),377527185,0,1
MLA1190350234,Celular Samsung Galaxy S23 Ultra 128GB,Samsung,Celulares y Smartphones,1437760,1437760,0,1755,40,Colecta / Depósito,Sí,MercadoLíder Gold,Sí,6,new,Gama Alta (> $700k),2523268800,0,1
MLA1311652468,Celular Samsung Galaxy S23 Ultra 128GB,Samsung,Celulares y Smartphones,1063685,1063685,0,781,7,Despacho en Correo,Sí,MercadoLíder Gold,No,1,new,Gama Alta (> $700k),830737985,0,1
MLA1848423300,Celular Apple iPhone 11 64GB 128GB,Apple,Celulares y Smartphones,2618072,2618072,0,881,10,Despacho en Correo,Sí,Vendedor Estándar,Sí,6,new,Gama Alta (> $700k),2306521432,0,0
MLA1263835113,Celular Motorola Moto G84 5G 128GB,Motorola,Celulares y Smartphones,270347,318055,15,427,23,Envío Full (Fulfillment),Sí,Vendedor Estándar,No,1,new,Gama Entrada (< $300k),115438169,1,0
MLA1256832870,Celular Apple iPhone 12 128GB 128GB,Apple,Celulares y Smartphones,1041182,1224920,15,1708,16,Colecta / Depósito,Sí,Vendedor Estándar,Sí,6,new,Gama Alta (> $700k),1778338856,0,0
MLA1681872234,Celular Apple iPhone 11 64GB 128GB,Apple,Celulares y Smartphones,2430739,2430739,0,1472,34,Despacho en Correo,Sí,MercadoLíder Platinum,Sí,6,new,Gama Alta (> $700k),3578047808,0,1
MLA1557933301,Celular Samsung Galaxy Z Flip5 128GB,Samsung,Celulares y Smartphones,401610,502012,20,369,5,Colecta / Depósito,Sí,MercadoLíder Gold,No,1,new,Gama Media ($300k - $700k),148194090,0,1
MLA1365248899,Celular Xiaomi Xiaomi 13T 128GB,Xiaomi,Celulares y Smartphones,341555,379505,10,1554,15,Envío Full (Fulfillment),Sí,MercadoLíder Platinum,Sí,6,new,Gama Media ($300k - $700k),530776470,1,1
MLA1880231307,Celular Xiaomi Poco X6 Pro 128GB,Xiaomi,Celulares y Smartphones,493809,493809,0,275,27,Envío Full (Fulfillment),Sí,MercadoLíder Gold,No,1,new,Gama Media ($300k - $700k),135797475,1,1
MLA1733184233,Celular Xiaomi Xiaomi 13T 128GB,Xiaomi,Celulares y Smartphones,214226,214226,0,587,18,Colecta / Depósito,Sí,Vendedor Estándar,No,1,new,Gama Entrada (< $300k),125750662,0,0
MLA1143409121,Celular Apple iPhone 11 64GB 128GB,Apple,Celulares y Smartphones,2476933,2476933,0,302,25,Envío Full (Fulfillment),Sí,MercadoLíder Gold,Sí,6,new,Gama Alta (> $700k),748033766,1,1
MLA1885949766,Celular Motorola Moto G54 128GB,Motorola,Celulares y Smartphones,253650,253650,0,1000,1,Despacho en Correo,Sí,MercadoLíder Silver,Sí,6,new,Gama Entrada (< $300k),253650000,0,1
MLA1008050113,Celular Samsung Galaxy Z Flip5 128GB,Samsung,Celulares y Smartphones,260225,289138,10,1341,1,Despacho en Correo,Sí,MercadoLíder Platinum,Sí,6,new,Gama Entrada (< $300k),348961725,0,1
MLA1532605377,Celular Xiaomi Redmi Note 12 5G 128GB,Xiaomi,Celulares y Smartphones,426883,426883,0,215,4,Envío Full (Fulfillment),Sí,MercadoLíder Platinum,Sí,6,new,Gama Media ($300k - $700k),91779845,1,1
MLA1079970916,Celular Xiaomi Xiaomi 13T 128GB,Xiaomi,Celulares y Smartphones,436610,582146,25,1137,19,Envío Full (Fulfillment),Sí,Vendedor Estándar,Sí,6,new,Gama Media ($300k - $700k),496425570,1,0
MLA1952506209,Celular Motorola Moto G54 128GB,Motorola,Celulares y Smartphones,244964,244964,0,1468,13,Envío Full (Fulfillment),Sí,MercadoLíder Platinum,No,1,new,Gama Entrada (< $300k),359607152,1,1
MLA1783727038,Celular Apple iPhone 15 Pro Max 128GB,Apple,Celulares y Smartphones,2744859,2744859,0,504,2,Colecta / Depósito,Sí,MercadoLíder Platinum,Sí,6,new,Gama Alta (> $700k),1383408936,0,1
MLA1888885275,Celular Apple iPhone 12 128GB 128GB,Apple,Celulares y Smartphones,1209383,1209383,0,739,5,Colecta / Depósito,Sí,Vendedor Estándar,No,1,new,Gama Alta (> $700k),893734037,0,0
MLA1328973696,Celular Xiaomi Redmi Note 12 5G 128GB,Xiaomi,Celulares y Smartphones,339893,453190,25,1511,6,Envío Full (Fulfillment),Sí,Vendedor Estándar,No,1,new,Gama Media ($300k - $700k),513578323,1,0
MLA1522970280,Celular Motorola Moto G84 5G 128GB,Motorola,Celulares y Smartphones,414820,414820,0,773,1,Envío Full (Fulfillment),Sí,MercadoLíder Gold,Sí,6,new,Gama Media ($300k - $700k),320655860,1,1
MLA1455495725,Celular Apple iPhone 12 128GB 128GB,Apple,Celulares y Smartphones,1381385,1381385,0,1337,32,Envío Full (Fulfillment),Sí,Vendedor Estándar,No,1,new,Gama Alta (> $700k),1846911745,1,0
MLA1933417248,Celular Xiaomi Redmi Note 12 5G 128GB,Xiaomi,Celulares y Smartphones,241508,241508,0,1198,8,Envío Full (Fulfillment),Sí,MercadoLíder Silver,No,1,new,Gama Entrada (< $300k),289326584,1,1
MLA1415923328,Celular Apple iPhone 13 128GB 128GB,Apple,Celulares y Smartphones,1570402,1847531,15,664,3,Envío Full (Fulfillment),Sí,MercadoLíder Silver,Sí,6,new,Gama Alta (> $700k),1042746928,1,1
MLA1259171649,Celular Motorola Moto G84 5G 128GB,Motorola,Celulares y Smartphones,225296,225296,0,1569,20,Despacho en Correo,Sí,Vendedor Estándar,No,1,new,Gama Entrada (< $300k),353489424,0,0
MLA1577276440,Celular Motorola Moto E13 128GB,Motorola,Celulares y Smartphones,448002,497780,10,1767,8,Envío Full (Fulfillment),Sí,MercadoLíder Platinum,Sí,6,new,Gama Media ($300k - $700k),791619534,1,1
MLA1211872460,Celular Xiaomi Xiaomi 13T 128GB,Xiaomi,Celulares y Smartphones,195547,195547,0,1667,21,Despacho en Correo,Sí,Vendedor Estándar,No,1,new,Gama Entrada (< $300k),325976849,0,0
MLA1852544231,Celular Apple iPhone 12 128GB 128GB,Apple,Celulares y Smartphones,2689547,2689547,0,1166,22,Colecta / Depósito,Sí,Vendedor Estándar,No,1,new,Gama Alta (> $700k),3136011802,0,0
MLA1287393742,Celular Samsung Galaxy A54 5G 128GB,Samsung,Celulares y Smartphones,370514,411682,10,1795,21,Envío Full (Fulfillment),Sí,MercadoLíder Platinum,Sí,6,new,Gama Media ($300k - $700k),665072630,1,1
MLA1902578620,Celular Samsung Galaxy A14 128GB,Samsung,Celulares y Smartphones,428214,570952,25,426,37,Colecta / Depósito,Sí,MercadoLíder Gold,Sí,6,new,Gama Media ($300k - $700k),182419164,0,1
MLA1854604586,Celular Samsung Galaxy A54 5G 128GB,Samsung,Celulares y Smartphones,190315,190315,0,470,34,Envío Full (Fulfillment),Sí,MercadoLíder Silver,No,1,new,Gama Entrada (< $300k),89448050,1,1
MLA1402851481,Celular Samsung Galaxy S23 Ultra 128GB,Samsung,Celulares y Smartphones,1397268,1397268,0,1534,9,Envío Full (Fulfillment),Sí,MercadoLíder Platinum,Sí,6,new,Gama Alta (> $700k),2143409112,1,1
MLA1018676190,Celular Xiaomi Poco X6 Pro 128GB,Xiaomi,Celulares y Smartphones,235583,294478,20,1721,7,Colecta / Depósito,Sí,Vendedor Estándar,No,1,new,Gama Entrada (< $300k),405438343,0,0
MLA1231510226,Celular Samsung Galaxy A14 128GB,Samsung,Celulares y Smartphones,497139,497139,0,614,6,Colecta / Depósito,Sí,MercadoLíder Gold,Sí,6,new,Gama Media ($300k - $700k),305243346,0,1
MLA1609418936,Celular Motorola Moto Edge 40 Neo 128GB,Motorola,Celulares y Smartphones,1391580,1637152,15,1432,24,Colecta / Depósito,Sí,MercadoLíder Platinum,Sí,6,new,Gama Alta (> $700k),1992742560,0,1
MLA1673461339,Celular Motorola Moto G84 5G 128GB,Motorola,Celulares y Smartphones,296793,349168,15,1637,20,Envío Full (Fulfillment),Sí,Vendedor Estándar,Sí,6,new,Gama Entrada (< $300k),485850141,1,0
MLA1814760759,Celular Motorola Moto Edge 30 Ultra 128GB,Motorola,Celulares y Smartphones,1255751,1674334,25,1445,8,Envío Full (Fulfillment),Sí,MercadoLíder Silver,Sí,6,new,Gama Alta (> $700k),1814560195,1,1
MLA1952591819,Celular Motorola Moto Edge 30 Ultra 128GB,Motorola,Celulares y Smartphones,1100994,1100994,0,168,7,Colecta / Depósito,Sí,MercadoLíder Silver,Sí,6,new,Gama Alta (> $700k),184966992,0,1
MLA1477221462,Celular Xiaomi Xiaomi 13T 128GB,Xiaomi,Celulares y Smartphones,382777,510369,25,452,13,Despacho en Correo,Sí,MercadoLíder Platinum,No,1,new,Gama Media ($300k - $700k),173015204,0,1
MLA1230610672,Celular Xiaomi Redmi 12C 128GB,Xiaomi,Celulares y Smartphones,386344,386344,0,1041,36,Colecta / Depósito,Sí,MercadoLíder Platinum,Sí,6,new,Gama Media ($300k - $700k),402184104,0,1
MLA1749212104,Celular Xiaomi Poco X6 Pro 128GB,Xiaomi,Celulares y Smartphones,194222,194222,0,1319,9,Envío Full (Fulfillment),Sí,Vendedor Estándar,No,1,new,Gama Entrada (< $300k),256178818,1,0
MLA1377563691,Celular Motorola Moto E13 128GB,Motorola,Celulares y Smartphones,278389,327516,15,783,3,Envío Full (Fulfillment),Sí,MercadoLíder Platinum,Sí,6,new,Gama Entrada (< $300k),217978587,1,1
MLA1073772056,Celular Apple iPhone 12 128GB 128GB,Apple,Celulares y Smartphones,1804214,2255267,20,1156,1,Colecta / Depósito,Sí,MercadoLíder Platinum,Sí,6,new,Gama Alta (> $700k),2085671384,0,1
MLA1959871111,Celular Motorola Moto G84 5G 128GB,Motorola,Celulares y Smartphones,410915,410915,0,1669,35,Colecta / Depósito,Sí,Vendedor Estándar,No,1,new,Gama Media ($300k - $700k),685817135,0,0
MLA1479319298,Celular Samsung Galaxy Z Flip5 128GB,Samsung,Celulares y Smartphones,336353,373725,10,915,25,Despacho en Correo,Sí,MercadoLíder Platinum,Sí,6,new,Gama Media ($300k - $700k),307762995,0,1
MLA1101359704,Celular Samsung Galaxy A14 128GB,Samsung,Celulares y Smartphones,421577,421577,0,1035,8,Colecta / Depósito,Sí,MercadoLíder Gold,Sí,6,new,Gama Media ($300k - $700k),436332195,0,1
MLA1667650754,Celular Apple iPhone 14 128GB 128GB,Apple,Celulares y Smartphones,1359576,1599501,15,1695,40,Colecta / Depósito,Sí,Vendedor Estándar,Sí,6,new,Gama Alta (> $700k),2304481320,0,0
MLA1044390834,Celular Apple iPhone 14 128GB 128GB,Apple,Celulares y Smartphones,2099631,2332923,10,921,13,Envío Full (Fulfillment),Sí,MercadoLíder Platinum,Sí,6,new,Gama Alta (> $700k),1933760151,1,1
MLA1752832083,Celular Samsung Galaxy A14 128GB,Samsung,Celulares y Smartphones,276511,325307,15,1235,28,Envío Full (Fulfillment),Sí,MercadoLíder Platinum,Sí,6,new,Gama Entrada (< $300k),341491085,1,1
MLA1589867291,Celular Samsung Galaxy S24 Pro 128GB,Samsung,Celulares y Smartphones,939571,939571,0,981,2,Envío Full (Fulfillment),Sí,MercadoLíder Platinum,No,1,new,Gama Alta (> $700k),921719151,1,1
MLA1007767366,Celular Apple iPhone 14 128GB 128GB,Apple,Celulares y Smartphones,2676824,2676824,0,415,22,Envío Full (Fulfillment),Sí,MercadoLíder Platinum,Sí,6,new,Gama Alta (> $700k),1110881960,1,1
MLA1924278299,Celular Xiaomi Redmi 12C 128GB,Xiaomi,Celulares y Smartphones,482595,482595,0,1671,2,Envío Full (Fulfillment),Sí,Vendedor Estándar,Sí,6,new,Gama Media ($300k - $700k),806416245,1,0
MLA1732012005,Celular Xiaomi Redmi Note 12 5G 128GB,Xiaomi,Celulares y Smartphones,206197,206197,0,518,6,Colecta / Depósito,Sí,Vendedor Estándar,No,1,new,Gama Entrada (< $300k),106810046,0,0
MLA1552916261,Celular Apple iPhone 12 128GB 128GB,Apple,Celulares y Smartphones,1718968,2148710,20,1242,27,Envío Full (Fulfillment),Sí,MercadoLíder Platinum,Sí,6,new,Gama Alta (> $700k),2134958256,1,1
MLA1496682261,Celular Apple iPhone 13 128GB 128GB,Apple,Celulares y Smartphones,1412856,1412856,0,1642,12,Colecta / Depósito,Sí,MercadoLíder Gold,Sí,6,new,Gama Alta (> $700k),2319909552,0,1
MLA1677651387,Celular Xiaomi Redmi Note 12 5G 128GB,Xiaomi,Celulares y Smartphones,314840,349822,10,1363,33,Despacho en Correo,Sí,MercadoLíder Silver,No,1,new,Gama Media ($300k - $700k),429126920,0,1
MLA1414989755,Celular Samsung Galaxy S24 Pro 128GB,Samsung,Celulares y Smartphones,1379729,1839638,25,39,21,Envío Full (Fulfillment),Sí,MercadoLíder Gold,No,1,new,Gama Alta (> $700k),53809431,1,1
MLA1185833432,Celular Xiaomi Xiaomi 13T 128GB,Xiaomi,Celulares y Smartphones,391861,391861,0,1098,40,Colecta / Depósito,Sí,MercadoLíder Silver,No,1,new,Gama Media ($300k - $700k),430263378,0,1
MLA1909655902,Celular Apple iPhone 11 64GB 128GB,Apple,Celulares y Smartphones,1990013,1990013,0,1244,27,Envío Full (Fulfillment),Sí,MercadoLíder Silver,No,1,new,Gama Alta (> $700k),2475576172,1,1
MLA1027425830,Celular Xiaomi Redmi Note 12 5G 128GB,Xiaomi,Celulares y Smartphones,216265,216265,0,16,8,Envío Full (Fulfillment),Sí,MercadoLíder Platinum,No,1,new,Gama Entrada (< $300k),3460240,1,1
MLA1601567975,Celular Apple iPhone 14 128GB 128GB,Apple,Celulares y Smartphones,1319320,1319320,0,467,21,Envío Full (Fulfillment),Sí,Vendedor Estándar,No,1,new,Gama Alta (> $700k),616122440,1,0
MLA1695590458,Celular Apple iPhone 14 128GB 128GB,Apple,Celulares y Smartphones,2516030,3145037,20,242,24,Colecta / Depósito,Sí,Vendedor Estándar,Sí,6,new,Gama Alta (> $700k),608879260,0,0
MLA1941036631,Celular Motorola Moto G84 5G 128GB,Motorola,Celulares y Smartphones,200166,200166,0,603,31,Colecta / Depósito,Sí,Vendedor Estándar,No,1,new,Gama Entrada (< $300k),120700098,0,0
